Year,Harveted_Timber,Biomass,Pulpwood,Sawlog,Biochar,Residential_Fuel,Industry_Fuel,Paper,Composite_Board,Lumber,Veneer,Construction_B,Construction_E,Home_Application,Processing_Residual
1901,1304078438.0,195611765.6,717243140.6,391223531.8,0.0,73941247.0,121670518.0,365794001.0,0.0,154142072.0,17996282.0,65674913.0,44149356.0,62314084.0,577706748.0
1902,1304078438.0,195611765.6,717243140.6,391223531.8,0.0,71007071.0,124604695.0,375118162.0,0.0,164705107.0,24255859.0,75930941.0,49161219.0,63868807.0,560884136.0
1903,1304078438.0,195611765.6,717243140.6,391223531.8,0.0,61030871.0,134580895.0,385159566.0,0.0,166661225.0,21908518.0,66522125.0,46996860.0,75050758.0,561275359.0
1904,1247379375.0,187106906.3,686058656.3,374213812.4,0.0,72971693.0,114135213.0,374588026.0,0.0,160163512.0,22078615.0,70185088.0,50823684.0,61233355.0,535001014.0
1905,1219029844.0,182854476.6,670466414.1,365708953.3,0.0,68570429.0,114284048.0,371438393.0,0.0,156157723.0,17554030.0,62216601.0,42879009.0,68616142.0,527596116.0
1906,1304078438.0,195611765.6,717243140.6,391223531.8,0.0,77462259.0,118149506.0,401656158.0,0.0,166661225.0,20734847.0,74655784.0,52960941.0,59779347.0,562449030.0
1907,1417476563.0,212621484.4,779612109.4,425242969.2,0.0,76118491.0,136502993.0,440480842.0,0.0,185405935.0,22537877.0,80149863.0,57093053.0,70700896.0,607105212.0
1908,1530874688.0,229631203.1,841981078.1,459262406.8,0.0,90933956.0,138697247.0,479087233.0,0.0,198860622.0,25259432.0,95351877.0,54808559.0,73959618.0,656132891.0
1909,1587573750.0,238136062.5,873165562.5,476272125.0,0.0,75727268.0,162408795.0,500323867.0,0.0,210512279.0,22384790.0,101075465.0,56362954.0,75458650.0,679957837.0
1910,1644272813.0,246640921.9,904350046.9,493281844.2,0.0,85584400.0,161056522.0,521809976.0,0.0,209644784.0,30583474.0,102955105.0,64724219.0,72548934.0,705228609.0
1911,1644272813.0,246640921.9,904350046.9,493281844.2,0.0,96929882.0,149711040.0,524523026.0,0.0,213591039.0,31076756.0,102248140.0,57764598.0,84655057.0,701282354.0
1912,1632933000.0,244939950.0,898113150.0,489879900.0,0.0,91852481.0,153087469.0,523599967.0,0.0,208688837.0,29392794.0,87426194.0,55660866.0,94994571.0,700854844.0
1913,1615923281.0,242388492.2,888757804.7,484776984.1,0.0,77806706.0,164581786.0,519923315.0,0.0,186639139.0,28601842.0,80770900.0,61933870.0,72536211.0,713914905.0
1914,1587573750.0,238136062.5,873165562.5,476272125.0,0.0,79775581.0,158360482.0,513421350.0,0.0,182412224.0,24766151.0,90699378.0,53496771.0,62982226.0,705676532.0
1915,1559224219.0,233883632.8,857573320.3,467767265.9,0.0,84431991.0,149451641.0,505968259.0,0.0,195994484.0,25727200.0,90785274.0,53777264.0,77159146.0,675300009.0
1916,1587573750.0,238136062.5,873165562.5,476272125.0,0.0,71678955.0,166457108.0,516914012.0,0.0,166695244.0,21908518.0,63841242.0,51395657.0,73366863.0,724251145.0
1917,1644272813.0,246640921.9,904350046.9,493281844.2,0.0,73992277.0,172648645.0,537183927.0,0.0,205698529.0,26143938.0,82393335.0,63435577.0,86013555.0,713614400.0
1918,1576233938.0,236435090.6,866928665.6,472870181.8,0.0,72585573.0,163849518.0,516689485.0,0.0,179217799.0,25062120.0,88467505.0,50851400.0,64961014.0,702054596.0
1919,1530874688.0,229631203.1,841981078.1,459262406.8,0.0,80141290.0,149489913.0,503504685.0,0.0,186460537.0,27555744.0,83382883.0,59151960.0,71481438.0,666695927.0
1920,1474175625.0,221126343.8,810796593.8,442252687.4,0.0,79163231.0,141963113.0,486477957.0,0.0,169382779.0,20343624.0,73165521.0,44275123.0,72285760.0,657924582.0
1921,1360777500.0,224116625.0,748427625.0,388233250.0,0.0,82923151.0,141193474.0,449805002.0,0.0,142093370.0,22517528.0,69754197.0,38559774.0,56296927.0,597836164.0
1922,1190680313.0,228602046.9,654874171.9,307204094.2,0.0,73838461.0,154763586.0,394889126.0,0.0,126568087.0,19046654.0,54874187.0,43998222.0,46742332.0,489026440.0
1923,1133981250.0,220097187.5,623689687.5,290194375.0,0.0,66909545.0,153187642.0,377332261.0,0.0,104760169.0,14509719.0,45766719.0,35813885.0,37689285.0,482769331.0
1924,1190680313.0,228602046.9,654874171.9,307204094.2,0.0,88926196.0,139675851.0,396853748.0,0.0,124110454.0,19661062.0,50866362.0,36834262.0,56070891.0,490869664.0
1925,1162330781.0,224349617.2,639281929.7,298699234.1,0.0,78298016.0,146051601.0,388044132.0,0.0,111414814.0,15532360.0,47548826.0,33316524.0,46081824.0,491393025.0
1926,1133981250.0,200097187.5,623689687.5,310194375.0,0.0,69433724.0,130663463.0,379827020.0,0.0,122836972.0,19852440.0,52833038.0,34350193.0,55506181.0,479349806.0
1927,1105631719.0,225844757.8,608097445.3,271689515.9,0.0,71592788.0,154251970.0,370939442.0,0.0,119543387.0,16573060.0,51631282.0,41064018.0,43421147.0,439621791.0
1928,1099961813.0,204994271.9,604978996.9,289988544.2,0.0,78512806.0,126481466.0,369642166.0,0.0,130204856.0,14789416.0,60501325.0,34179935.0,50313012.0,447483770.0
1929,1105631719.0,205844757.8,608097445.3,291689515.9,0.0,70398907.0,135445851.0,372155637.0,0.0,109966947.0,14584476.0,48771597.0,38165296.0,37614530.0,471186816.0
1930,1077282188.0,221592328.1,592505203.1,263184656.8,0.0,70244768.0,151347560.0,363205690.0,0.0,100273354.0,15001525.0,45280434.0,34720332.0,35274113.0,444162379.0
1931,1020583125.0,233087468.8,561320718.8,226174937.4,0.0,76219602.0,156867867.0,344650921.0,0.0,99064623.0,14022846.0,42559338.0,27554893.0,42973238.0,393747828.0
1932,963884062.5,224582609.4,530136234.4,209165218.7,0.0,86688887.0,137893722.0,326563920.0,0.0,80110279.0,12340748.0,39336433.0,22513304.0,30601290.0,381782309.0
1933,907185000.0,226077750.0,498951750.0,182155500.0,0.0,83196612.0,142881138.0,307853230.0,0.0,76505310.0,10747174.0,32536451.0,25050188.0,29665845.0,344378891.0
1934,850485937.5,237572890.6,467767265.6,145145781.3,0.0,86714105.0,150858786.0,289080170.0,0.0,52107335.0,8418455.0,22365248.0,16129155.0,22031388.0,318503623.0
1935,861825750.0,209273862.5,474004162.5,178547725.0,0.0,75129317.0,134144546.0,293408576.0,0.0,66062658.0,9105934.0,30774322.0,18385937.0,26008333.0,340381214.0
1936,878835468.8,231825320.3,483359507.8,163650640.7,0.0,72329500.0,159495820.0,299199535.0,0.0,72497234.0,8346183.0,31569920.0,22029265.0,27244232.0,324486978.0
1937,907185000.0,256077750.0,498951750.0,152155500.0,0.0,86042124.0,170035626.0,309350085.0,0.0,64818243.0,8216397.0,26549552.0,20192617.0,26292470.0,328596735.0
1938,963884062.5,224582609.4,530136234.4,209165218.7,0.0,75235174.0,149347435.0,329214601.0,0.0,80319444.0,10667426.0,32719606.0,24784095.0,33483168.0,383455631.0
1939,1020583125.0,223087468.8,561320718.8,236174937.4,0.0,71611077.0,151476391.0,349141487.0,0.0,89746476.0,11100222.0,39686907.0,30804935.0,30354856.0,415988598.0
1940,1077282188.0,211592328.1,592505203.1,273184656.8,0.0,72152984.0,139439344.0,369130742.0,0.0,110093417.0,16664264.0,53207804.0,30452265.0,43097612.0,442679578.0
1941,1099961813.0,214994271.9,604978996.9,279988544.2,0.0,76752955.0,138241317.0,377506894.0,0.0,124034925.0,13159462.0,55334063.0,37820925.0,44039398.0,445283656.0
1942,1150990969.0,192648645.3,633045032.8,325297290.9,0.0,70316756.0,122331890.0,395653145.0,0.0,114179349.0,14963675.0,51735987.0,35952126.0,41454911.0,512676782.0
1943,1162330781.0,214349617.2,639281929.7,308699234.1,0.0,80809806.0,133539812.0,399551206.0,0.0,124097092.0,15434962.0,56148396.0,40826381.0,42557276.0,488808145.0
1944,1133981250.0,210097187.5,623689687.5,300194375.0,0.0,80467223.0,129629965.0,390429745.0,0.0,133586497.0,14409330.0,56039212.0,42969996.0,48986619.0,464343586.0
1945,1122641438.0,228396215.6,617452790.6,276792431.8,0.0,70802827.0,157593389.0,387142899.0,0.0,109886595.0,15223584.0,45857885.0,31084875.0,48167419.0,460408648.0
1946,1190680313.0,218602046.9,654874171.9,317204094.2,0.0,83724584.0,134877463.0,411260980.0,0.0,137349373.0,20301062.0,62591006.0,40354728.0,54704701.0,487307949.0
1947,1162330781.0,214349617.2,639281929.7,308699234.1,0.0,81024155.0,133325462.0,401469052.0,0.0,132740671.0,14508864.0,59715282.0,43064894.0,44469360.0,481090664.0
1948,1360777500.0,204116625.0,748427625.0,408233250.0,0.0,62051454.0,142065171.0,470760975.0,0.0,167375632.0,21636362.0,72160999.0,42380269.0,74470726.0,593435067.0
1949,1474175625.0,221126343.8,810796593.8,442252687.4,0.0,87123779.0,134002564.0,510801854.0,0.0,170267285.0,22554887.0,66052199.0,52533437.0,74236536.0,654828813.0
1950,1587573750.0,238136062.5,873165562.5,476272125.0,0.0,75965404.0,162170659.0,550094304.0,0.0,207654646.0,26194967.0,88905881.0,63330217.0,81613515.0,679005293.0
1951,1769944741.0,284318536.8,977344970.3,508281233.9,0.0,90697613.0,193620924.0,510292942.0,184360386.0,212461556.0,28972030.0,186699459.42000002,68953432.0,170141080.57999998,681243382.0
1952,1723651500.0,241311210.0,913535295.0,568804995.0,0.0,76013031.0,165298179.0,475030069.0,177950400.0,232072438.0,27302640.0,210659433.0,68408102.0,158257943.0,694764320.0
1953,1786020469.0,250042865.6,946590848.4,589386755.0,0.0,94016117.0,156026748.0,489337980.0,189671886.0,245184890.0,37131366.0,205553110.57999998,64645059.0,201789972.42000002,704412871.0
1954,1769010750.0,247661505.0,937575697.5,583773547.5,0.0,93616049.0,154045456.0,482852132.0,192813515.0,237595834.0,32691319.0,191457652.35,71680153.0,199962862.65,705251672.0
1955,1814370000.0,254011800.0,961616100.0,598742100.0,0.0,90428201.0,163583599.0,493533392.0,202577409.0,213152188.0,36523268.0,178975805.69,55134583.0,218142476.31,749149848.0
1956,1842719531.0,276407929.7,976641351.6,589670249.7,0.0,109457540.0,166950390.0,499073656.0,210409704.0,245892494.0,35380215.0,248435573.36,71753231.0,171493609.64,713078022.0
1957,1984467188.0,277825406.3,1051767609.0,654874172.7,0.0,101684099.0,176141308.0,535926621.0,231402940.0,233135205.0,40602199.0,248353589.79999998,73519844.0,183266910.2,815261595.0
1958,1699962291.0,221151223.2,884604892.7,594206175.1,0.0,80277894.0,140873329.0,448558755.0,198504826.0,216885254.0,27333484.0,202496718.33999997,63106122.0,177120723.66,713770196.0
1959,1995807000.0,279412980.0,1057777710.0,658616310.0,0.0,102265151.0,177147829.0,535081019.0,241529080.0,260812059.0,40834211.0,245468745.60000002,73783281.0,223923323.39999998,790438807.0
1960,2018486625.0,282588127.5,1069797911.0,666100586.5,0.0,103709843.0,178878285.0,565106344.0,248621537.0,243126714.0,34637230.0,240648158.61,79167446.0,206569876.39,825256612.0
1961,2041166250.0,285763275.0,1081818113.0,673584862.0,0.0,101731726.0,184031549.0,569363258.0,255664928.0,282905642.0,38394337.0,233891136.76,74300620.0,268773150.24,792689216.0
1962,2018486625.0,282588127.5,1069797911.0,666100586.5,0.0,95797375.0,186790752.0,561996495.0,256575001.0,289087655.0,42630438.0,254939037.51,99492208.0,233861848.49,768544402.0
1963,2097865313.0,293701143.8,1111868616.0,692295553.2,0.0,98977285.0,194723858.0,583109693.0,270427067.0,256841650.0,33922482.0,266435499.52,71383467.0,223372232.48000002,851422262.0
1964,2267962500.0,317514750.0,1202020125.0,748427625.0,0.0,112400222.0,205114528.0,627984032.0,296655502.0,299371050.0,46402513.0,273417579.96000004,89926368.0,279085117.03999996,887625677.0
1965,2353011094.0,326586600.0,1247379375.0,779045119.0,0.0,112345790.0,214240810.0,650759163.0,311805759.0,280456243.0,38952256.0,264358698.73,93319026.0,273536533.27,961514191.0
1966,2101172760.0,255960433.4,1093938635.0,751273691.6,0.0,91377875.0,164582559.0,569973302.0,276814159.0,292996740.0,34558590.0,286066116.4,91623122.0,226680250.60000002,863432221.0
1967,2608156875.0,365141962.5,1382323144.0,860691768.5,0.0,134007100.0,231134862.0,717744202.0,353915067.0,368376077.0,38731130.0,357354807.84000003,103106821.0,300560645.15999997,1006829365.0
1968,2721555000.0,381017700.0,1442424150.0,898113150.0,0.0,132594160.0,248423540.0,748152777.0,373489341.0,373615070.0,53886789.0,312993904.22,122175329.0,365821966.78,1047359427.0
1969,2778254063.0,388955568.8,1472474653.0,916823841.2,0.0,152081627.0,236873941.0,761746429.0,385430224.0,362145417.0,51342135.0,347220199.04,116624578.0,335072998.96000004,1090669429.0
1970,2915276066.0,358771255.8,1827685789.0,728819021.2,0.0,111219089.0,247552167.0,944081382.0,484049844.0,274035952.0,41542684.0,366232101.56,81127693.0,352268684.44,1139401020.0
1971,2891652188.0,404831306.3,1532575659.0,954245222.7,0.0,128736355.0,276094951.0,791030402.0,410012807.0,380743844.0,58208959.0,413675364.2,133892896.0,301397349.8,1122805068.0
1972,2976700781.0,416738109.4,1577651414.0,982311257.6,0.0,139190529.0,277547581.0,811865936.0,426213719.0,382119079.0,45186318.0,422540648.64,112688979.0,318289487.36,1178991045.0
1973,2948351250.0,412769175.0,1562626163.0,972955912.0,0.0,152724595.0,260044580.0,803644190.0,426163456.0,388209409.0,60323267.0,401456409.68,96221024.0,377018698.32,1141123581.0
1974,3005050313.0,420707043.8,1592676666.0,991666603.2,0.0,144723223.0,275983821.0,816778570.0,437800560.0,420466640.0,54541663.0,375525460.2,133731463.0,403551939.79999995,1143888870.0
1975,2981671928.0,433616059.5,1655612625.0,892443243.5,0.0,169977495.0,263638564.0,848663796.0,459161389.0,365901730.0,58008811.0,403165756.28,112835660.0,367070513.72,1119204756.0
1976,3118448438.0,436582781.3,1652777672.0,1029087985.0,0.0,164155126.0,272427656.0,844925902.0,462346383.0,416780634.0,50425311.0,422359439.65,134213317.0,372979571.35,1210133951.0
1977,3175147500.0,444520650.0,1682828175.0,1047798675.0,0.0,148469897.0,296050753.0,860008538.0,474716620.0,396067899.0,64963518.0,423356051.6,114321038.0,398070947.4,1245510389.0
1978,3231846563.0,452458518.8,1712878678.0,1066509366.0,0.0,177816198.0,274642321.0,873112746.0,487151842.0,466064593.0,67190090.0,411616618.9,157416782.0,451373124.1,1202476156.0
1979,3339574781.0,467540469.4,1769974634.0,1102059678.0,0.0,147742788.0,319797681.0,902033849.0,507405308.0,394537365.0,67225640.0,463497831.40000004,124494538.0,381175943.6,1330530557.0
1980,3345244688.0,413903156.3,1871069063.0,1060272469.0,45529347.0,105545305.0,262828504.0,951206719.0,540555594.0,437892530.0,49832806.0,426065664.24,127418244.0,474797021.76,1300868688.0
1981,3458642813.0,484209993.8,1833080691.0,1141352128.0,62947299.0,130736698.0,290525996.0,968713504.0,532914650.0,467954372.0,68481128.0,496961226.0,129303486.0,443085439.0,1317173024.0
1982,3401943750.0,476272125.0,1803030188.0,1122641437.0,64296737.0,149787583.0,262187805.0,950583686.0,528055735.0,470386762.0,56132072.0,461116330.04999995,127139556.0,466318682.95,1295474493.0
1983,3175147500.0,444520650.0,1682828175.0,1047798675.0,52453437.0,133356195.0,258711018.0,886564318.0,496412792.0,455792424.0,55533330.0,470128796.6,113784297.0,423825452.4,1188080820.0
1984,3118448438.0,436582781.3,1652777672.0,1029087985.0,44968026.0,138178450.0,253436305.0,869403566.0,490991079.0,364297147.0,50425311.0,399761084.71000004,119103313.0,386849139.28999996,1253261236.0
1985,3061749375.0,408233250.0,1655612625.0,997903500.0,48987990.0,106140645.0,253104615.0,870337515.0,494595980.0,349266225.0,45903561.0,432715708.59999996,117524285.0,339525772.4,1241670309.0
1986,3118448438.0,530136234.4,1559224219.0,1029087985.0,72628664.0,163016892.0,294490678.0,818490625.0,468948480.0,433246042.0,53512575.0,379665155.6,139527411.0,436514531.4,1143094948.0
1987,3175147500.0,539775075.0,1587573750.0,1047798675.0,76108286.0,123878380.0,339788410.0,832907651.0,480634131.0,409689282.0,49246538.0,396799137.64,109775612.0,432995201.36,1199581530.0
1988,3231846563.0,549413915.6,1615923281.0,1066509366.0,56589633.0,144221153.0,348603129.0,847339138.0,491756442.0,456466009.0,58658015.0,421110670.15999997,129673201.0,456096594.84000003,1172042418.0
1989,3288545625.0,559052756.3,1644272813.0,1085220056.0,58700539.0,147869454.0,352482763.0,861074398.0,503563033.0,391764440.0,49920123.0,420526677.16999996,95646792.0,429074126.83000004,1274116522.0
1990,3365830530.0,572191190.0,1682915265.0,1110724075.0,78390193.0,178237556.0,315563441.0,880915999.0,518609295.0,403192839.0,69975617.0,428985221.5,120371689.0,442420839.5,1281987818.0
1991,3625843812.0,616393448.0,1812921906.0,1196528458.0,80131148.0,152249182.0,384013118.0,947795603.0,561365559.0,492969725.0,55040309.0,485580691.55,144612724.0,479182178.45000005,1341710364.0
1992,3629863775.0,617076841.8,1814931888.0,1197855045.0,68495529.0,185431591.0,363149721.0,948486069.0,565361318.0,527056220.0,63486317.0,585759333.44,142538071.0,427606450.56,1300267805.0
1993,3548917359.0,603315951.0,1774458679.0,1171142729.0,89290761.0,159275411.0,354749779.0,925545648.0,556012757.0,416926812.0,67926278.0,448604865.78999996,126421080.0,465839902.21000004,1362827211.0
1994,3465483554.0,589132204.2,1732741777.0,1143609573.0,73641526.0,180569021.0,334921658.0,904193392.0,545382362.0,487177678.0,60611307.0,527500888.1,150433811.0,415236647.9,1255527919.0
1995,3706046223.0,630027858.0,1853023112.0,1222995253.0,90724012.0,170737550.0,368566297.0,965153199.0,586562336.0,508766025.0,64818748.0,584744700.52,139633477.0,435768931.48,1353940777.0
1996,3786774462.0,643751658.5,1893387231.0,1249635573.0,67593924.0,207609910.0,368547824.0,984363362.0,601917475.0,518598763.0,64981050.0,522488685.25,171402643.0,491605959.75,1384957050.0
1997,3964319638.0,673934338.5,1982159819.0,1308225481.0,88285398.0,177581698.0,408067242.0,1031075687.0,633610136.0,562536957.0,81109980.0,590050734.44,195571478.0,491634859.56,1416181983.0
1998,3923575125.0,667007771.3,1961787563.0,1294779791.0,80040933.0,214776502.0,372190336.0,1018658233.0,629682834.0,477773743.0,78981567.0,479286446.94,153023083.0,554128614.06,1480926137.0
1999,3479513170.0,591517239.0,1739756585.0,1148239346.0,60334758.0,199932827.0,331249654.0,903207949.0,561397220.0,481112286.0,51670771.0,459922840.6,137377046.0,496880390.4,1273425845.0
2000,3543849030.0,602454335.0,1771924515.0,1169470180.0,61450342.0,191580479.0,349423514.0,918315039.0,574783509.0,430365026.0,76015562.0,401067510.6,137231671.0,542864915.4,1332371240.0
2001,3601564593.0,612265980.8,1800782296.0,1188516316.0,67349258.0,181842996.0,363073727.0,964862007.0,586409155.0,449259167.0,71310979.0,585512773.0,129170111.0,392296416.0,1347274099.0
2002,3797783719.0,645623232.2,1898891859.0,1253268628.0,77474788.0,179483259.0,388665186.0,1015716849.0,621514125.0,480001885.0,75196118.0,622803096.0,138743981.0,415165051.0,1414776662.0
2003,3400250149.0,578042525.3,1700125075.0,1122082549.0,69365103.0,173412758.0,335264665.0,909275349.0,558531498.0,426391369.0,71813283.0,470771133.0,115886886.0,470078131.0,1263659531.0
2004,3706753828.0,630148150.7,1853376914.0,1223228763.0,76878074.0,153126001.0,400144076.0,990446607.0,611899872.0,458710786.0,61161438.0,481317920.40000004,116357801.0,534096374.6,1399970645.0
2005,3596054691.0,537659066.0,1596351332.0,1462044293.0,77422906.0,157534106.0,302702054.0,853016280.0,528933543.0,652071755.0,74564259.0,493281480.20000005,186245530.0,576042546.8,1334704933.0
2006,3989320682.0,677019249.5,1632811131.0,1679490302.0,99521830.0,170947360.0,406550059.0,871108100.0,543627187.0,728898791.0,89012986.0,645433021.3299999,210221321.0,505884621.66999996,1473846041.0
2007,3758090293.0,798924717.2,1738819406.0,1220346170.0,107854837.0,237680103.0,453389777.0,927618513.0,580924493.0,486918122.0,78102155.0,436841595.20000005,154881098.0,554222076.8,1306591994.0
2008,3247818915.0,711938149.5,1667662083.0,868218682.5,96823588.0,202190434.0,412924127.0,889028883.0,559773597.0,387225532.0,50356684.0,488805844.32000005,102532077.0,406017891.68,1054539969.0
2009,3237817881.0,833079098.5,1630205095.0,774533687.5,113298757.0,269084549.0,450695792.0,869052915.0,549027608.0,306715340.0,44922954.0,378679491.36,82938463.0,439047947.64,1032874920.0
2010,3309033718.0,832985885.3,1683003262.0,793044570.7,95793377.0,279466765.0,457725744.0,895840861.0,569411260.0,298977803.0,49168763.0,411159247.2,95292589.0,411105989.8,1073136138.0
2011,3054537027.0,611089341.4,1726891058.0,716556627.6,82497061.0,200742849.0,327849432.0,917827118.0,586144222.0,294504774.0,43709954.0,447995472.88,91744127.0,384619350.12,1022256879.0
2012,3056602914.0,616879903.3,1522209256.0,917513754.7,77109988.0,157612815.0,382157100.0,809768787.0,518309223.0,348655227.0,54133312.0,464504741.34,108802449.0,347790571.65999997,1081705763.0
2013,3255137630.0,669889444.4,1715902326.0,869345859.6,99813527.0,173166421.0,396909496.0,911475180.0,586849486.0,322527314.0,48683368.0,433001048.14,83963402.0,441095718.86,1136578551.0
2014,3302888447.0,741312346.2,1653179101.0,908396999.8,110455540.0,180509556.0,450347250.0,878227080.0,567132275.0,347916051.0,41786262.0,383971095.25,102290622.0,470572870.75,1133151560.0
2015,3313425627.0,762649110.7,1597363864.0,953412652.3,97619086.0,190662278.0,474367747.0,847366293.0,550357946.0,347042205.0,57204759.0,394783201.78,109886452.0,449935256.21999997,1142258351.0
2016,2903214941.0,544363389.9,1406223613.0,952627938.1,77843965.0,145072843.0,321446582.0,746697194.0,485941449.0,356282849.0,46678769.0,341636282.58,110280521.0,436986263.41999996,1071251998.0
2017,2783748428.0,590494200.8,1244045697.0,949208530.2,75583258.0,153528492.0,361382451.0,659661225.0,431720498.0,342664279.0,61698554.0,334394437.1,106136752.0,395552141.9,1005808017.0
2018,2839346849.0,559263676.8,1310280408.0,969802764.2,66552378.0,147365979.0,345345320.0,694881377.0,456014904.0,404407753.0,54308955.0,432801345.24,103760343.0,378169923.76,996102301.0
2019,2951564272.0,440459863.1,1594067607.0,917036801.9,60783461.0,114079105.0,265597297.0,844230556.0,556353669.0,375068052.0,41266656.0,486845318.95000005,103505804.0,382337253.05,1090178888.0
